complaint_id,department,district,service_type,complaint_category,complaint_date,resolution_date,resolution_time_days,status,satisfaction_score,priority
C000236,Provincial Council Secretariat,Galle,Tax Filing,Protocol Violation,2024-11-06,2025-02-17,103,Resolved,1,Low
C000237,Divisional Secretariat,Badulla,School Admission,Delayed Processing,2024-10-20,2025-03-10,141,Resolved,3,Low
C000238,Department of Census and Statistics,Kegalle,Marriage Certificate,Bribery Demand,2023-12-29,2024-03-25,87,Resolved,4,Medium
C000239,Pradeshiya Sabha,Kilinochhi,Land Registration,Protocol Violation,2024-11-05,2024-11-17,12,Resolved,1,Low
C000240,Divisional Secretariat,Kilinochhi,Marriage Certificate,Missing Documents,2025-06-02,2025-07-08,36,Resolved,3,High
C000241,Provincial Council Secretariat,Ampara,Police Report,Poor Facility Condition,2024-07-23,2024-11-30,130,Resolved,5,Low
C000242,Department of Health Services,Puttalam,Visa Processing,Long Queue,2023-10-08,2024-03-29,173,Resolved,2,Medium
C000243,Pradeshiya Sabha,Gampaha,School Admission,Overcharging,2024-06-18,2024-11-14,149,Resolved,4,Low
C000244,Municipal Council,Matara,License Renewal,Poor Facility Condition,2025-06-26,2025-10-02,98,Resolved,2,High
C000245,Department of Immigration,Mullaitivu,Police Report,Bribery Demand,2024-01-11,2024-05-03,113,Resolved,3,Low
C000246,Provincial Council Secretariat,Galle,Business Registration,System Downtime,2025-06-08,2025-06-24,16,Resolved,4,High
C000247,Department of Education,Kurunegala,Tax Filing,Protocol Violation,2025-01-22,2025-04-13,81,Resolved,5,Low
C000248,Department of Education,Galle,Passport Application,Incorrect Information,2025-08-18,2026-02-12,178,Resolved,3,Medium
C000249,Pradeshiya Sabha,Galle,Police Report,Overcharging,2024-05-08,2024-07-24,77,Resolved,4,Low
C000250,Divisional Secretariat,Badulla,Business Registration,Missing Documents,2024-09-12,2024-11-22,71,Resolved,3,High
C000251,Department of Pensions,Monaragala,Birth Certificate,System Downtime,2024-10-29,2024-12-06,38,Resolved,3,High
C000252,Provincial Council Secretariat,Hambantota,Business Registration,Incorrect Information,2025-07-23,2025-11-23,123,Resolved,2,Low
C000253,Municipal Council,Trincomalee,Passport Application,Bribery Demand,2025-06-12,2025-08-13,62,Resolved,2,Low
C000254,Department of Immigration,Colombo,Business Registration,Rude Staff Behavior,2024-11-17,2025-03-18,121,Resolved,2,Low
C000255,Department of Pensions,Kilinochhi,Visa Processing,Long Queue,2025-01-20,2025-03-13,52,Resolved,4,High
C000256,Pradeshiya Sabha,Gampaha,Marriage Certificate,Missing Documents,2023-12-21,2024-02-19,60,Resolved,4,High
C000257,Department of Health Services,Ampara,Marriage Certificate,Incorrect Information,2024-03-19,2024-03-29,10,Resolved,5,High
C000258,Department of Census and Statistics,Jaffna,Land Registration,Protocol Violation,2023-09-30,2024-03-03,155,Resolved,2,Medium
C000259,Registrar General Department,Kilinochhi,Marriage Certificate,Overcharging,2024-02-05,2024-06-04,120,Resolved,3,Medium
C000260,Department of Pensions,Puttalam,Medical Certificate,Bribery Demand,2024-03-29,,540,Pending,1,Low
C000261,Registrar General Department,Vavuniya,Medical Certificate,Delayed Processing,2025-07-06,2025-10-24,110,Resolved,4,Low
C000262,Department of Health Services,Matara,Land Registration,Incorrect Information,2024-02-11,2024-04-15,64,Resolved,1,High
C000263,Municipal Council,Mannar,Police Report,Bribery Demand,2024-07-26,2024-12-20,147,Resolved,1,Low
C000264,Provincial Council Secretariat,Monaragala,Visa Processing,Delayed Processing,2024-01-20,2024-03-01,41,Resolved,3,Medium
C000265,Department of Immigration,Ampara,Marriage Certificate,Overcharging,2024-07-19,2024-09-14,57,Resolved,2,Medium
C000266,Department of Education,Kegalle,Business Registration,Bribery Demand,2025-06-02,2025-11-29,180,Resolved,4,Medium
C000267,Provincial Council Secretariat,Monaragala,Tax Filing,Delayed Processing,2025-08-17,2025-09-07,21,Resolved,4,High
C000268,Provincial Council Secretariat,Galle,School Admission,Protocol Violation,2024-01-13,,616,Pending,2,Low
C000269,Inland Revenue Department,Monaragala,School Admission,Overcharging,2024-08-21,2024-12-13,114,Resolved,2,Low
C000270,Provincial Council Secretariat,Mullaitivu,Land Registration,Poor Facility Condition,2025-02-24,2025-03-11,15,Resolved,3,Low
C000271,Department of Health Services,Hambantota,License Renewal,Bribery Demand,2025-01-06,2025-03-26,79,Resolved,4,Medium
C000272,Department of Motor Traffic,Kalutara,Land Registration,Long Queue,2023-11-06,2024-05-04,180,Resolved,1,Low
C000273,Municipal Council,Mullaitivu,Tax Filing,Missing Documents,2024-03-23,2024-09-04,165,Resolved,5,Low
C000274,Provincial Council Secretariat,Matale,Medical Certificate,System Downtime,2024-10-11,2025-04-04,175,Resolved,5,Low
C000275,Inland Revenue Department,Colombo,License Renewal,Incorrect Information,2025-03-24,2025-04-26,33,Resolved,4,Low
C000276,Inland Revenue Department,Batticaloa,Tax Filing,Rude Staff Behavior,2025-03-31,2025-07-07,98,Resolved,5,Low
C000277,Divisional Secretariat,Kegalle,License Renewal,Bribery Demand,2024-01-14,,615,Pending,2,Low
C000278,Pradeshiya Sabha,Gampaha,Passport Application,Long Queue,2024-01-02,2024-04-26,115,Resolved,4,Low
C000279,Department of Pensions,Matara,Police Report,Poor Facility Condition,2024-05-17,2024-06-01,15,Resolved,2,Low
C000280,Department of Immigration,Badulla,Business Registration,Bribery Demand,2025-05-25,2025-08-16,83,Resolved,2,Low
C000281,Pradeshiya Sabha,Nuwara Eliya,Medical Certificate,Missing Documents,2024-06-28,,449,Pending,4,Medium
C000282,Provincial Council Secretariat,Kilinochhi,Police Report,Missing Documents,2023-11-08,2024-04-21,165,Resolved,4,Low
C000283,Inland Revenue Department,Jaffna,Police Report,Rude Staff Behavior,2024-07-24,2024-12-09,138,Resolved,3,Medium
C000284,Department of Immigration,Vavuniya,Passport Application,Incorrect Information,2023-11-19,2024-03-05,107,Resolved,4,Low
C000285,Department of Census and Statistics,Kalutara,Business Registration,Bribery Demand,2025-07-14,,68,Pending,2,Low
C000286,Registrar General Department,Galle,School Admission,Protocol Violation,2024-10-11,2025-03-15,155,Resolved,1,Low
C000287,Department of Motor Traffic,Galle,Passport Application,Delayed Processing,2024-04-21,2024-07-16,86,Resolved,3,Medium
C000288,Inland Revenue Department,Vavuniya,Passport Application,Protocol Violation,2025-01-23,2025-07-21,179,Resolved,4,Low
C000289,Department of Pensions,Hambantota,Tax Filing,Protocol Violation,2024-07-06,2024-11-20,137,Resolved,4,High
C000290,Department of Education,Kegalle,Tax Filing,Bribery Demand,2025-01-10,,253,Pending,5,Low
C000291,Pradeshiya Sabha,Matale,License Renewal,Incorrect Information,2024-11-17,,307,Pending,3,Medium
C000292,Inland Revenue Department,Kilinochhi,Passport Application,Missing Documents,2025-05-11,2025-08-26,107,Resolved,3,Medium
C000293,Department of Census and Statistics,Hambantota,Land Registration,Overcharging,2024-05-29,2024-11-13,168,Resolved,5,Low
C000294,Provincial Council Secretariat,Polonnaruwa,License Renewal,Protocol Violation,2024-09-15,2025-02-02,140,Resolved,3,Low
C000295,Department of Motor Traffic,Mullaitivu,Marriage Certificate,Bribery Demand,2023-12-06,2024-05-26,172,Resolved,1,Low
C000296,Department of Census and Statistics,Gampaha,School Admission,Poor Facility Condition,2024-02-22,,576,Pending,2,High
C000297,Department of Health Services,Colombo,License Renewal,Protocol Violation,2025-07-27,2025-07-29,2,Resolved,4,Medium
C000298,Pradeshiya Sabha,Badulla,Pension Claims,Rude Staff Behavior,2025-03-22,2025-03-27,5,Resolved,4,Low
C000299,Provincial Council Secretariat,Hambantota,Tax Filing,Incorrect Information,2023-12-28,2024-02-28,62,Resolved,2,Medium
C000300,Inland Revenue Department,Monaragala,Passport Application,Incorrect Information,2023-12-10,2024-03-23,104,Resolved,3,Medium
C000301,Registrar General Department,Vavuniya,Pension Claims,Missing Documents,2023-12-12,2024-05-27,167,Resolved,4,Medium
C000302,Department of Education,Mullaitivu,Medical Certificate,System Downtime,2023-11-17,2024-05-15,180,Resolved,2,Medium
C000303,Pradeshiya Sabha,Puttalam,Land Registration,Incorrect Information,2023-12-27,2024-01-07,11,Resolved,2,Low
C000304,Divisional Secretariat,Badulla,License Renewal,Rude Staff Behavior,2023-12-06,2024-02-16,72,Resolved,5,High
C000305,Department of Immigration,Kegalle,Police Report,Missing Documents,2024-08-08,,408,Pending,1,High
C000306,Department of Health Services,Badulla,Business Registration,System Downtime,2024-07-23,2024-09-23,62,Resolved,4,Low
C000307,Provincial Council Secretariat,Ratnapura,Tax Filing,Long Queue,2024-02-11,2024-08-06,177,Resolved,4,Low
C000308,Divisional Secretariat,Anuradhapura,Pension Claims,System Downtime,2024-05-15,2024-08-11,88,Resolved,4,Low
C000309,Department of Census and Statistics,Kurunegala,Pension Claims,Missing Documents,2024-06-26,2024-10-20,116,Resolved,3,Low
C000310,Department of Pensions,Matara,Police Report,Delayed Processing,2025-05-12,2025-06-03,22,Resolved,4,Low
C000311,Department of Health Services,Kilinochhi,Tax Filing,Delayed Processing,2024-02-25,2024-08-06,163,Resolved,2,Low
C000312,Registrar General Department,Nuwara Eliya,Pension Claims,Overcharging,2024-08-01,2024-10-10,70,Resolved,2,Medium
C000313,Provincial Council Secretariat,Kalutara,School Admission,Poor Facility Condition,2025-02-26,2025-03-05,7,Resolved,1,Medium
C000314,Registrar General Department,Ratnapura,Business Registration,Bribery Demand,2024-10-19,,336,Pending,2,Medium
C000315,Department of Pensions,Hambantota,Land Registration,Rude Staff Behavior,2024-03-12,2024-04-25,44,Resolved,2,Low
C000316,Registrar General Department,Mannar,Visa Processing,Bribery Demand,2024-12-09,2025-02-24,77,Resolved,3,Medium
C000317,Department of Immigration,Jaffna,License Renewal,Missing Documents,2025-02-09,2025-04-01,51,Resolved,3,Low
C000318,Department of Health Services,Polonnaruwa,School Admission,Rude Staff Behavior,2025-06-17,2025-09-10,85,Resolved,3,Low
C000319,Department of Immigration,Vavuniya,Tax Filing,Incorrect Information,2025-05-30,2025-07-21,52,Resolved,3,Medium
C000320,Department of Census and Statistics,Vavuniya,Visa Processing,Missing Documents,2025-06-30,2025-11-25,148,Resolved,4,Low
C000321,Provincial Council Secretariat,Colombo,Police Report,Overcharging,2025-04-20,2025-09-07,140,Resolved,2,High
C000322,Registrar General Department,Mullaitivu,Medical Certificate,Overcharging,2024-04-22,2024-07-06,75,Resolved,5,Low
C000323,Department of Health Services,Vavuniya,Birth Certificate,Overcharging,2024-07-27,2025-01-12,169,Resolved,2,High
C000324,Pradeshiya Sabha,Mullaitivu,Business Registration,Long Queue,2025-01-23,2025-06-09,137,Resolved,4,Medium
C000325,Registrar General Department,Kandy,Passport Application,System Downtime,2024-09-23,2025-02-08,138,Resolved,4,Low
C000326,Municipal Council,Polonnaruwa,Pension Claims,System Downtime,2025-06-09,,103,Pending,5,High
C000327,Inland Revenue Department,Trincomalee,Police Report,Protocol Violation,2024-12-04,,290,Pending,1,Medium
C000328,Department of Education,Kegalle,Medical Certificate,Poor Facility Condition,2025-08-25,2025-12-18,115,Resolved,3,Medium
C000329,Department of Pensions,Mullaitivu,Birth Certificate,Delayed Processing,2024-02-22,2024-02-29,7,Resolved,3,Medium
C000330,Inland Revenue Department,Trincomalee,Land Registration,System Downtime,2024-02-13,2024-05-11,88,Resolved,3,Low
C000331,Department of Pensions,Gampaha,Police Report,Delayed Processing,2024-12-12,2025-04-07,116,Resolved,3,Low
C000332,Pradeshiya Sabha,Matara,Business Registration,Rude Staff Behavior,2024-09-06,2025-02-27,174,Resolved,5,Medium
C000333,Department of Health Services,Polonnaruwa,Marriage Certificate,Rude Staff Behavior,2024-08-24,2024-12-21,119,Resolved,2,Medium
C000334,Department of Education,Puttalam,Pension Claims,Missing Documents,2024-12-06,2025-05-13,158,Resolved,5,Low
C000335,Provincial Council Secretariat,Nuwara Eliya,Tax Filing,System Downtime,2024-04-27,2024-05-14,17,Resolved,4,Low
C000336,Municipal Council,Kilinochhi,School Admission,Missing Documents,2024-01-15,2024-05-20,126,Resolved,4,Medium
C000337,Department of Education,Anuradhapura,Marriage Certificate,Incorrect Information,2025-05-14,,129,Pending,1,High
C000338,Registrar General Department,Matara,Visa Processing,Delayed Processing,2025-05-17,,126,Pending,1,Low
C000339,Divisional Secretariat,Matale,School Admission,Missing Documents,2025-08-31,,20,Pending,1,Low
C000340,Department of Immigration,Kurunegala,Marriage Certificate,Overcharging,2025-01-31,2025-07-28,178,Resolved,5,Low
C000341,Department of Census and Statistics,Colombo,Land Registration,Rude Staff Behavior,2024-03-30,2024-07-24,116,Resolved,4,Low
C000342,Department of Health Services,Badulla,Land Registration,Missing Documents,2024-10-18,2025-02-25,130,Resolved,4,Medium
C000343,Inland Revenue Department,Jaffna,License Renewal,Incorrect Information,2024-12-18,2025-01-09,22,Resolved,4,Low
C000344,Department of Education,Kurunegala,Business Registration,Delayed Processing,2024-07-12,2024-11-07,118,Resolved,4,Medium
C000345,Department of Motor Traffic,Kegalle,Police Report,Overcharging,2024-06-21,2024-09-23,94,Resolved,4,Medium
C000346,Inland Revenue Department,Jaffna,License Renewal,Overcharging,2024-11-29,,295,Pending,3,Low
C000347,Inland Revenue Department,Galle,Police Report,Poor Facility Condition,2023-12-19,2024-01-19,31,Resolved,4,Medium
C000348,Department of Immigration,Galle,Passport Application,Long Queue,2025-09-17,2026-01-05,110,Resolved,2,Medium
C000349,Pradeshiya Sabha,Jaffna,Visa Processing,Poor Facility Condition,2025-03-19,2025-08-04,138,Resolved,2,Low
C000350,Department of Immigration,Kegalle,Pension Claims,Long Queue,2025-02-28,2025-08-21,174,Resolved,5,High
C000351,Inland Revenue Department,Matale,Police Report,System Downtime,2025-07-23,,59,Pending,3,Medium
C000352,Department of Pensions,Polonnaruwa,Pension Claims,Missing Documents,2025-08-13,2025-09-19,37,Resolved,4,Low
C000353,Pradeshiya Sabha,Hambantota,Police Report,System Downtime,2025-06-30,2025-07-24,24,Resolved,3,Low
C000354,Pradeshiya Sabha,Kalutara,Police Report,Overcharging,2025-02-01,2025-02-02,1,Resolved,5,Medium
C000355,Department of Health Services,Galle,Pension Claims,Bribery Demand,2025-09-04,2025-09-21,17,Resolved,4,Low
C000356,Department of Immigration,Puttalam,Land Registration,System Downtime,2024-08-16,2024-11-11,87,Resolved,4,High
C000357,Department of Education,Colombo,Birth Certificate,Rude Staff Behavior,2023-11-09,,681,Pending,2,Low
C000358,Pradeshiya Sabha,Matale,Medical Certificate,Incorrect Information,2023-09-21,2024-01-09,110,Resolved,2,Low
C000359,Registrar General Department,Mannar,Medical Certificate,Rude Staff Behavior,2024-06-27,,450,Pending,1,Low
C000360,Department of Health Services,Polonnaruwa,Birth Certificate,Delayed Processing,2025-06-22,2025-12-19,180,Resolved,4,Low
C000361,Provincial Council Secretariat,Badulla,Land Registration,Long Queue,2025-01-21,,242,Pending,2,Low
C000362,Department of Education,Kalutara,Passport Application,Missing Documents,2024-09-06,2024-12-24,109,Resolved,4,Low
C000363,Department of Pensions,Matale,Pension Claims,Rude Staff Behavior,2024-01-03,,626,Pending,1,Medium
C000364,Department of Motor Traffic,Anuradhapura,Medical Certificate,Rude Staff Behavior,2025-08-14,,37,Pending,2,Low
C000365,Divisional Secretariat,Badulla,Land Registration,Bribery Demand,2024-04-26,2024-06-04,39,Resolved,5,Low
C000366,Pradeshiya Sabha,Vavuniya,Tax Filing,Missing Documents,2024-01-01,,628,Pending,1,Low
C000367,Provincial Council Secretariat,Anuradhapura,School Admission,Poor Facility Condition,2024-02-11,2024-07-26,166,Resolved,1,Low
C000368,Department of Pensions,Galle,Business Registration,Poor Facility Condition,2025-08-28,,23,Pending,3,Medium
C000369,Inland Revenue Department,Ampara,Pension Claims,Delayed Processing,2024-10-26,2024-11-09,14,Resolved,4,Low
C000370,Department of Motor Traffic,Mannar,Tax Filing,Rude Staff Behavior,2025-07-05,2025-11-18,136,Resolved,5,Low
C000371,Department of Education,Kegalle,Birth Certificate,Long Queue,2025-04-25,2025-09-12,140,Resolved,4,Medium
C000372,Department of Health Services,Trincomalee,Visa Processing,Protocol Violation,2023-10-05,2023-10-16,11,Resolved,5,Medium
C000373,Provincial Council Secretariat,Anuradhapura,Marriage Certificate,Incorrect Information,2024-11-27,2024-12-19,22,Resolved,4,Low
C000374,Department of Immigration,Kurunegala,Tax Filing,Missing Documents,2023-12-10,2024-02-01,53,Resolved,5,Medium
C000375,Department of Health Services,Ratnapura,Passport Application,Long Queue,2025-07-17,2025-08-03,17,Resolved,3,Low
C000376,Department of Motor Traffic,Jaffna,Medical Certificate,Rude Staff Behavior,2024-12-08,,286,Pending,2,Low
C000377,Department of Education,Mannar,Business Registration,Protocol Violation,2025-09-14,,6,Pending,1,Medium
C000378,Department of Pensions,Ratnapura,Birth Certificate,Long Queue,2024-06-12,2024-07-15,33,Resolved,4,Low
C000379,Divisional Secretariat,Polonnaruwa,Birth Certificate,Overcharging,2024-12-03,2024-12-20,17,Resolved,3,Low
C000380,Department of Immigration,Mannar,Marriage Certificate,Incorrect Information,2024-09-23,,362,Pending,3,Medium
C000381,Provincial Council Secretariat,Colombo,License Renewal,Long Queue,2025-04-30,2025-05-30,30,Resolved,2,Low
