post_id,department,district,post_date,sentiment_label,sentiment_score,sample_text,platform
P000250,Municipal Council,Monaragala,2025-08-11,Positive,-0.033,Service at Department of Census and Statistics was fast,Facebook
P000251,Department of Education,Colombo,2025-06-02,Positive,-0.835,Service at Department of Motor Traffic was satisfied,Instagram
P000252,Provincial Council Secretariat,Puttalam,2025-02-28,Positive,0.393,Service at Department of Census and Statistics was satisfied,Facebook
P000253,Department of Immigration,Puttalam,2025-03-20,Negative,-0.958,Pradeshiya Sabha service is frustrated,Instagram
P000254,Department of Census and Statistics,Ampara,2024-11-17,Neutral,0.843,Experience with Department of Census and Statistics was okay,Twitter
P000255,Pradeshiya Sabha,Matale,2025-02-03,Negative,-0.219,Provincial Council Secretariat service is corrupt,Instagram
P000256,Divisional Secretariat,Polonnaruwa,2024-11-13,Positive,0.783,Service at Inland Revenue Department was good service,Facebook
P000257,Divisional Secretariat,Mannar,2025-08-04,Positive,0.724,Service at Municipal Council was excellent,Twitter
P000258,Pradeshiya Sabha,Ampara,2025-06-21,Neutral,0.026,Experience with Pradeshiya Sabha was standard,Instagram
P000259,Department of Motor Traffic,Vavuniya,2024-10-19,Positive,0.005,Service at Provincial Council Secretariat was good service,Twitter
P000260,Registrar General Department,Batticaloa,2024-10-13,Positive,0.873,Service at Registrar General Department was fast,Facebook
P000261,Inland Revenue Department,Matara,2025-06-29,Negative,0.911,Provincial Council Secretariat service is slow,Twitter
P000262,Department of Census and Statistics,Colombo,2025-07-11,Negative,0.649,Department of Education service is waste of time,Instagram
P000263,Registrar General Department,Mullaitivu,2025-02-12,Neutral,-0.65,Experience with Provincial Council Secretariat was normal,Facebook
P000264,Department of Pensions,Nuwara Eliya,2025-06-14,Negative,-0.006,Department of Pensions service is terrible,Instagram
P000265,Municipal Council,Ampara,2025-04-11,Negative,-0.535,Department of Immigration service is slow,Facebook
P000266,Department of Pensions,Ratnapura,2024-10-08,Neutral,-0.698,Experience with Department of Immigration was okay,Instagram
P000267,Inland Revenue Department,Ampara,2024-11-19,Negative,-0.478,Department of Motor Traffic service is waste of time,Facebook
P000268,Pradeshiya Sabha,Anuradhapura,2024-11-07,Negative,-0.425,Department of Education service is terrible,Facebook
P000269,Department of Immigration,Badulla,2024-12-03,Positive,0.919,Service at Municipal Council was helpful,Facebook
P000270,Department of Census and Statistics,Mannar,2024-11-29,Negative,0.378,Municipal Council service is terrible,Instagram
P000271,Pradeshiya Sabha,Anuradhapura,2024-11-12,Negative,-0.553,Department of Education service is waste of time,Facebook
P000272,Department of Education,Puttalam,2025-06-04,Negative,-0.304,Department of Immigration service is waste of time,Twitter
P000273,Department of Health Services,Badulla,2025-07-31,Negative,0.57,Pradeshiya Sabha service is unprofessional,Twitter
P000274,Department of Census and Statistics,Kandy,2025-05-20,Positive,-0.796,Service at Department of Immigration was excellent,Instagram
P000275,Registrar General Department,Colombo,2025-08-25,Positive,-0.049,Service at Municipal Council was fast,Twitter
P000276,Department of Pensions,Vavuniya,2025-06-20,Negative,0.949,Municipal Council service is terrible,Facebook
P000277,Inland Revenue Department,Matale,2025-06-24,Neutral,0.646,Experience with Department of Pensions was okay,Twitter
P000278,Department of Education,Matara,2024-12-08,Positive,0.047,Service at Department of Immigration was excellent,Facebook
P000279,Department of Pensions,Galle,2024-11-29,Neutral,0.17,Experience with Department of Education was okay,Twitter
P000280,Provincial Council Secretariat,Batticaloa,2025-03-23,Negative,0.918,Department of Motor Traffic service is frustrated,Twitter
P000281,Registrar General Department,Mullaitivu,2025-05-27,Negative,0.632,Department of Immigration service is terrible,Instagram
P000282,Department of Motor Traffic,Trincomalee,2024-10-22,Negative,-0.987,Department of Immigration service is waste of time,Instagram
P000283,Divisional Secretariat,Matara,2025-07-27,Negative,-0.851,Registrar General Department service is corrupt,Facebook
P000284,Provincial Council Secretariat,Kurunegala,2024-11-17,Neutral,0.573,Experience with Department of Pensions was normal,Twitter
P000285,Department of Pensions,Polonnaruwa,2024-10-28,Negative,-0.125,Inland Revenue Department service is waste of time,Instagram
P000286,Inland Revenue Department,Galle,2025-08-01,Neutral,-0.109,Experience with Provincial Council Secretariat was okay,Instagram
P000287,Department of Pensions,Mannar,2025-06-25,Negative,-0.374,Department of Pensions service is waste of time,Twitter
P000288,Department of Census and Statistics,Matara,2025-09-12,Negative,0.836,Department of Education service is terrible,Facebook
P000289,Inland Revenue Department,Hambantota,2025-07-15,Negative,0.104,Provincial Council Secretariat service is frustrated,Twitter
P000290,Provincial Council Secretariat,Nuwara Eliya,2024-10-13,Negative,0.129,Provincial Council Secretariat service is terrible,Instagram
P000291,Pradeshiya Sabha,Kurunegala,2025-07-12,Negative,-0.439,Department of Census and Statistics service is terrible,Facebook
P000292,Provincial Council Secretariat,Ampara,2025-03-29,Negative,0.473,Provincial Council Secretariat service is slow,Twitter
P000293,Registrar General Department,Kilinochhi,2025-04-22,Negative,0.769,Department of Census and Statistics service is waste of time,Twitter
P000294,Department of Health Services,Mullaitivu,2025-09-11,Negative,-0.168,Department of Motor Traffic service is waste of time,Facebook
P000295,Inland Revenue Department,Kegalle,2025-02-26,Positive,0.811,Service at Municipal Council was good service,Twitter
P000296,Pradeshiya Sabha,Kalutara,2025-02-11,Positive,0.998,Service at Registrar General Department was good service,Instagram
P000297,Divisional Secretariat,Matara,2025-09-06,Negative,-0.02,Pradeshiya Sabha service is slow,Instagram
P000298,Department of Motor Traffic,Matara,2024-10-04,Positive,-0.025,Service at Inland Revenue Department was helpful,Instagram
P000299,Department of Education,Puttalam,2025-06-01,Positive,0.262,Service at Department of Education was excellent,Twitter
P000300,Department of Immigration,Gampaha,2024-11-26,Positive,0.792,Service at Registrar General Department was satisfied,Facebook
P000301,Department of Motor Traffic,Ampara,2025-07-15,Neutral,-0.712,Experience with Department of Census and Statistics was typical,Twitter
P000302,Department of Pensions,Matale,2024-09-30,Negative,-0.403,Department of Pensions service is waste of time,Instagram
P000303,Department of Census and Statistics,Kilinochhi,2025-07-06,Negative,-0.879,Department of Education service is slow,Facebook
P000304,Divisional Secretariat,Colombo,2024-10-16,Neutral,-0.329,Experience with Department of Immigration was typical,Twitter
P000305,Registrar General Department,Matale,2024-10-29,Negative,-0.952,Department of Education service is frustrated,Facebook
P000306,Department of Census and Statistics,Ampara,2024-11-05,Neutral,0.097,Experience with Pradeshiya Sabha was okay,Instagram
P000307,Pradeshiya Sabha,Monaragala,2025-04-12,Neutral,-0.358,Experience with Department of Motor Traffic was average,Instagram
P000308,Pradeshiya Sabha,Hambantota,2024-12-17,Positive,-0.445,Service at Divisional Secretariat was efficient,Facebook
P000309,Pradeshiya Sabha,Kurunegala,2024-09-28,Negative,0.56,Pradeshiya Sabha service is waste of time,Instagram
P000310,Department of Census and Statistics,Hambantota,2025-09-02,Negative,-0.889,Department of Pensions service is slow,Instagram
P000311,Municipal Council,Kilinochhi,2024-10-01,Negative,-0.16,Registrar General Department service is corrupt,Facebook
P000312,Pradeshiya Sabha,Vavuniya,2025-07-22,Positive,0.292,Service at Department of Immigration was excellent,Facebook
P000313,Department of Motor Traffic,Colombo,2025-05-18,Negative,-0.857,Divisional Secretariat service is unprofessional,Facebook
P000314,Department of Census and Statistics,Ratnapura,2025-09-02,Neutral,0.258,Experience with Registrar General Department was normal,Twitter
P000315,Registrar General Department,Hambantota,2024-12-01,Negative,0.567,Department of Education service is terrible,Facebook
P000316,Department of Pensions,Colombo,2024-12-28,Neutral,0.953,Experience with Department of Census and Statistics was normal,Twitter
P000317,Department of Pensions,Monaragala,2025-09-08,Positive,-0.175,Service at Department of Pensions was excellent,Facebook
P000318,Inland Revenue Department,Jaffna,2024-12-23,Negative,0.464,Department of Education service is waste of time,Instagram
P000319,Department of Health Services,Colombo,2025-03-19,Neutral,-0.436,Experience with Department of Census and Statistics was average,Instagram
P000320,Department of Health Services,Matale,2025-03-01,Negative,-0.367,Department of Immigration service is corrupt,Facebook
P000321,Pradeshiya Sabha,Ampara,2025-08-30,Positive,0.205,Service at Inland Revenue Department was satisfied,Instagram
P000322,Municipal Council,Kandy,2025-06-24,Positive,0.585,Service at Provincial Council Secretariat was excellent,Facebook
P000323,Department of Motor Traffic,Kurunegala,2025-03-13,Negative,0.35,Municipal Council service is unprofessional,Facebook
P000324,Inland Revenue Department,Kandy,2025-04-15,Negative,-0.324,Divisional Secretariat service is terrible,Twitter
P000325,Registrar General Department,Polonnaruwa,2025-05-11,Negative,-0.134,Registrar General Department service is waste of time,Facebook
P000326,Department of Health Services,Galle,2024-10-16,Negative,0.637,Department of Education service is unprofessional,Twitter
P000327,Pradeshiya Sabha,Matara,2025-07-01,Negative,-0.757,Pradeshiya Sabha service is slow,Facebook
P000328,Department of Pensions,Vavuniya,2025-03-18,Negative,-0.801,Department of Motor Traffic service is slow,Instagram
P000329,Divisional Secretariat,Mullaitivu,2025-03-09,Negative,-0.434,Department of Pensions service is corrupt,Instagram
P000330,Department of Pensions,Kalutara,2024-10-05,Negative,0.883,Department of Immigration service is corrupt,Instagram
P000331,Inland Revenue Department,Batticaloa,2025-08-05,Negative,0.265,Provincial Council Secretariat service is terrible,Facebook
P000332,Pradeshiya Sabha,Anuradhapura,2025-01-10,Neutral,0.634,Experience with Municipal Council was normal,Twitter
P000333,Registrar General Department,Monaragala,2024-11-29,Neutral,0.718,Experience with Department of Education was normal,Facebook
P000334,Department of Motor Traffic,Puttalam,2025-09-09,Neutral,0.321,Experience with Divisional Secretariat was normal,Facebook
P000335,Inland Revenue Department,Puttalam,2025-02-24,Negative,-0.691,Provincial Council Secretariat service is corrupt,Instagram
P000336,Provincial Council Secretariat,Colombo,2025-01-09,Negative,0.288,Pradeshiya Sabha service is frustrated,Facebook
P000337,Municipal Council,Badulla,2024-10-13,Neutral,0.611,Experience with Department of Education was standard,Facebook
P000338,Department of Education,Trincomalee,2025-06-06,Neutral,-0.909,Experience with Divisional Secretariat was standard,Twitter
P000339,Divisional Secretariat,Kandy,2025-07-24,Negative,0.71,Department of Immigration service is corrupt,Facebook
P000340,Department of Education,Jaffna,2024-12-01,Positive,-0.117,Service at Department of Immigration was satisfied,Facebook
P000341,Pradeshiya Sabha,Anuradhapura,2025-08-21,Negative,-0.837,Pradeshiya Sabha service is waste of time,Twitter
P000342,Department of Pensions,Matale,2025-03-09,Negative,-0.315,Department of Census and Statistics service is slow,Instagram
P000343,Department of Health Services,Puttalam,2025-02-02,Negative,-0.008,Inland Revenue Department service is terrible,Twitter
P000344,Department of Census and Statistics,Puttalam,2025-02-02,Negative,-0.766,Department of Census and Statistics service is waste of time,Instagram
P000345,Pradeshiya Sabha,Puttalam,2025-06-03,Negative,0.304,Municipal Council service is waste of time,Facebook
P000346,Department of Education,Ampara,2025-04-30,Negative,0.932,Municipal Council service is corrupt,Twitter
P000347,Department of Motor Traffic,Matale,2025-01-23,Negative,0.939,Department of Census and Statistics service is waste of time,Instagram
P000348,Department of Pensions,Hambantota,2025-03-15,Positive,0.235,Service at Registrar General Department was helpful,Twitter
P000349,Provincial Council Secretariat,Kilinochhi,2024-11-05,Negative,-0.083,Divisional Secretariat service is unprofessional,Facebook
P000350,Department of Education,Hambantota,2025-06-01,Positive,0.9,Service at Department of Health Services was good service,Facebook
P000351,Department of Census and Statistics,Ratnapura,2025-03-21,Neutral,-0.326,Experience with Provincial Council Secretariat was normal,Instagram
P000352,Inland Revenue Department,Matara,2025-02-22,Negative,0.656,Department of Health Services service is unprofessional,Instagram
